Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Caesar, seller: Camilla, eval: spreadcrossing -> PNL: -194683.5, buy_qty: 0, sell_qty: 1499
Product: RAINFOREST_RESIN, buyer: Gina, seller: Charlie, eval: midpoint -> PNL: -263.5, buy_qty: 62, sell_qty: 83
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Gina, eval: spreadcrossing -> PNL: -262.0, buy_qty: 26, sell_qty: 28
Product: VOLCANIC_ROCK, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: -260.0, buy_qty: 196, sell_qty: 178
Product: SQUID_INK, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: -255.0, buy_qty: 20, sell_qty: 56
Product: SQUID_INK, buyer: Paris, seller: Pablo, eval: spreadcrossing -> PNL: -245.5, buy_qty: 87, sell_qty: 78
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: -241.0, buy_qty: 77, sell_qty: 86
Product: KELP, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: -237.5, buy_qty: 72, sell_qty: 69
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: -234.0, buy_qty: 85, sell_qty: 105
Product: KELP, buyer: Charlie, seller: Gary, eval: spreadcrossing -> PNL: -222.5, buy_qty: 205, sell_qty: 212
Product: SQUID_INK, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -216.0, buy_qty: 5, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Paris, seller: Gina, eval: spreadcrossing -> PNL: -203.0, buy_qty: 22, sell_qty: 27
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Gina, eval: spreadcrossing -> PNL: -201.0, buy_qty: 29, sell_qty: 17
Product: SQUID_INK, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: -201.0, buy_qty: 5, sell_qty: 9
Product: KELP, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: -199.5, buy_qty: 9, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Camilla, eval: spreadcrossing -> PNL: -199.0, buy_qty: 40, sell_qty: 42
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Pablo, eval: spreadcrossing -> PNL: -197.0, buy_qty: 13, sell_qty: 18
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -196.5, buy_qty: 44, sell_qty: 35
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -189.5, buy_qty: 105, sell_qty: 85
Product: KELP, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: -187.5, buy_qty: 9, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Charlie, eval: midpoint -> PNL: -187.0, buy_qty: 438, sell_qty: 398
Product: JAMS, buyer: Paris, seller: Camilla, eval: spreadcrossing -> PNL: -180.0, buy_qty: 25, sell_qty: 21
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Paris, eval: spreadcrossing -> PNL: -177.0, buy_qty: 25, sell_qty: 17
Product: SQUID_INK, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: -177.0, buy_qty: 29, sell_qty: 19
Product: RAINFOREST_RESIN, buyer: Paris, seller: Caesar, eval: midpoint -> PNL: -176.0, buy_qty: 129, sell_qty: 102
Product: CROISSANTS, buyer: Caesar, seller: Olivia, eval: spreadcrossing -> PNL: -174.0, buy_qty: 3, sell_qty: 3
Product: RAINFOREST_RESIN, buyer: Gina, seller: Pablo, eval: spreadcrossing -> PNL: -173.0, buy_qty: 10, sell_qty: 16
Product: CROISSANTS, buyer: Caesar, seller: Olivia, eval: midpoint -> PNL: -170.0, buy_qty: 3, sell_qty: 3
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Penelope, seller: Camilla, eval: midpoint -> PNL: -170.0, buy_qty: 259, sell_qty: 288
Product: KELP, buyer: Camilla, seller: Caesar, eval: spreadcrossing -> PNL: -169.5, buy_qty: 22, sell_qty: 19
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Camilla, eval: spreadcrossing -> PNL: -165.0, buy_qty: 18, sell_qty: 13
Product: KELP, buyer: Gina, seller: Camilla, eval: spreadcrossing -> PNL: -153.5, buy_qty: 40, sell_qty: 43
Product: RAINFOREST_RESIN, buyer: Gina, seller: Penelope, eval: spreadcrossing -> PNL: -152.0, buy_qty: 8, sell_qty: 11
Product: JAMS, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: -149.0, buy_qty: 25, sell_qty: 21
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Pablo, seller: Caesar, eval: midpoint -> PNL: -142.0, buy_qty: 6, sell_qty: 42
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Gary, eval: spreadcrossing -> PNL: -139.0, buy_qty: 9, sell_qty: 13
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: -136.0, buy_qty: 12, sell_qty: 5
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Paris, eval: spreadcrossing -> PNL: -134.5, buy_qty: 7, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Gary, seller: Camilla, eval: spreadcrossing -> PNL: -133.0, buy_qty: 13, sell_qty: 9
Product: SQUID_INK, buyer: Pablo, seller: Paris, eval: spreadcrossing -> PNL: -128.5, buy_qty: 78, sell_qty: 87
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: -127.0, buy_qty: 12, sell_qty: 7
Product: SQUID_INK, buyer: Gary, seller: Caesar, eval: spreadcrossing -> PNL: -120.0, buy_qty: 19, sell_qty: 19
Product: RAINFOREST_RESIN, buyer: Paris, seller: Gary, eval: spreadcrossing -> PNL: -119.0, buy_qty: 9, sell_qty: 7
Product: KELP, buyer: Camilla, seller: Caesar, eval: midpoint -> PNL: -118.0, buy_qty: 22, sell_qty: 19
Product: SQUID_INK, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -116.0, buy_qty: 29, sell_qty: 19
Product: SQUID_INK, buyer: Gary, seller: Gina, eval: spreadcrossing -> PNL: -111.0, buy_qty: 4, sell_qty: 2
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: -109.0, buy_qty: 51, sell_qty: 11
Product: SQUID_INK, buyer: Gary, seller: Gina, eval: midpoint -> PNL: -104.0, buy_qty: 4, sell_qty: 2
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: -102.0, buy_qty: 7, sell_qty: 12
Product: KELP, buyer: Paris, seller: Gina, eval: spreadcrossing -> PNL: -101.0, buy_qty: 24, sell_qty: 22
Product: KELP, buyer: Gina, seller: Penelope, eval: spreadcrossing -> PNL: -101.0, buy_qty: 5, sell_qty: 1
Product: CROISSANTS, buyer: Paris, seller: Camilla, eval: spreadcrossing -> PNL: -100.0, buy_qty: 0, sell_qty: 4
Product: SQUID_INK, buyer: Gary, seller: Penelope, eval: spreadcrossing -> PNL: -97.5, buy_qty: 1, sell_qty: 0
Product: CROISSANTS, buyer: Paris, seller: Camilla, eval: midpoint -> PNL: -97.0, buy_qty: 0, sell_qty: 4
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Gina, eval: spreadcrossing -> PNL: -96.0, buy_qty: 16, sell_qty: 10
Product: SQUID_INK, buyer: Gary, seller: Penelope, eval: midpoint -> PNL: -96.0, buy_qty: 1, sell_qty: 0
Product: SQUID_INK, buyer: Gina, seller: Camilla, eval: midpoint -> PNL: -95.5, buy_qty: 40, sell_qty: 42
Product: KELP, buyer: Gina, seller: Penelope, eval: midpoint -> PNL: -93.0, buy_qty: 5, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Caesar, seller: Pablo, eval: spreadcrossing -> PNL: -92.0, buy_qty: 42, sell_qty: 6
Product: KELP, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: -90.5, buy_qty: 31, sell_qty: 36
Product: KELP, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: -89.5, buy_qty: 9, sell_qty: 6
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Gina, eval: spreadcrossing -> PNL: -89.0, buy_qty: 11, sell_qty: 8
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: -86.5, buy_qty: 0, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_10000, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: -86.0, buy_qty: 0, sell_qty: 1
Product: KELP, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: -82.5, buy_qty: 36, sell_qty: 31
Product: MAGNIFICENT_MACARONS, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: -81.5, buy_qty: 7, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Gary, eval: spreadcrossing -> PNL: -80.0, buy_qty: 7, sell_qty: 4
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Paris, eval: midpoint -> PNL: -77.0, buy_qty: 84, sell_qty: 63
Product: KELP, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: -75.0, buy_qty: 9, sell_qty: 6
Product: SQUID_INK, buyer: Gary, seller: Caesar, eval: midpoint -> PNL: -72.5, buy_qty: 19, sell_qty: 19
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: -70.0, buy_qty: 51, sell_qty: 44
Product: RAINFOREST_RESIN, buyer: Gary, seller: Paris, eval: spreadcrossing -> PNL: -69.0, buy_qty: 7, sell_qty: 9
Product: RAINFOREST_RESIN, buyer: Gina, seller: Paris, eval: midpoint -> PNL: -68.5, buy_qty: 27, sell_qty: 22
Product: KELP, buyer: Penelope, seller: Charlie, eval: midpoint -> PNL: -66.0, buy_qty: 349, sell_qty: 340
Product: KELP, buyer: Charlie, seller: Olivia, eval: spreadcrossing -> PNL: -63.0, buy_qty: 3, sell_qty: 3
Product: RAINFOREST_RESIN, buyer: Gina, seller: Camilla, eval: midpoint -> PNL: -62.0, buy_qty: 17, sell_qty: 29
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Pablo, eval: midpoint -> PNL: -62.0, buy_qty: 51, sell_qty: 11
Product: PICNIC_BASKET1, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -58.5, buy_qty: 0, sell_qty: 5
Product: RAINFOREST_RESIN, buyer: Paris, seller: Penelope, eval: midpoint -> PNL: -58.5, buy_qty: 17, sell_qty: 25
Product: SQUID_INK, buyer: Paris, seller: Pablo, eval: midpoint -> PNL: -58.5, buy_qty: 87, sell_qty: 78
Product: RAINFOREST_RESIN, buyer: Gary, seller: Charlie, eval: midpoint -> PNL: -57.5, buy_qty: 147, sell_qty: 161
Product: RAINFOREST_RESIN, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -56.0, buy_qty: 5, sell_qty: 12
Product: SQUID_INK, buyer: Penelope, seller: Paris, eval: spreadcrossing -> PNL: -56.0, buy_qty: 7, sell_qty: 31
Product: KELP, buyer: Camilla, seller: Gina, eval: spreadcrossing -> PNL: -55.5, buy_qty: 43, sell_qty: 40
Product: KELP, buyer: Charlie, seller: Olivia, eval: midpoint -> PNL: -54.5, buy_qty: 3, sell_qty: 3
Product: RAINFOREST_RESIN, buyer: Gina, seller: Caesar, eval: midpoint -> PNL: -54.0, buy_qty: 28, sell_qty: 26
Product: KELP, buyer: Paris, seller: Gina, eval: midpoint -> PNL: -53.5, buy_qty: 24, sell_qty: 22
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Gary, eval: spreadcrossing -> PNL: -53.0, buy_qty: 4, sell_qty: 5
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: -51.5, buy_qty: 29, sell_qty: 34
Product: KELP, buyer: Gina, seller: Camilla, eval: midpoint -> PNL: -49.0, buy_qty: 40, sell_qty: 43
Product: SQUID_INK, buyer: Pablo, seller: Gina, eval: spreadcrossing -> PNL: -40.5, buy_qty: 5, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Penelope, eval: midpoint -> PNL: -40.0, buy_qty: 12, sell_qty: 5
Product: SQUID_INK, buyer: Gary, seller: Charlie, eval: midpoint -> PNL: -40.0, buy_qty: 216, sell_qty: 203
Product: PICNIC_BASKET1, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: -39.0, buy_qty: 0, sell_qty: 5
Product: RAINFOREST_RESIN, buyer: Gina, seller: Pablo, eval: midpoint -> PNL: -38.5, buy_qty: 10, sell_qty: 16
Product: RAINFOREST_RESIN, buyer: Gary, seller: Pablo, eval: spreadcrossing -> PNL: -38.0, buy_qty: 4, sell_qty: 7
Product: RAINFOREST_RESIN, buyer: Gary, seller: Caesar, eval: spreadcrossing -> PNL: -36.0, buy_qty: 5, sell_qty: 4
Product: KELP, buyer: Gina, seller: Pablo, eval: spreadcrossing -> PNL: -35.5, buy_qty: 8, sell_qty: 5
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Penelope, eval: spreadcrossing -> PNL: -35.0, buy_qty: 20, sell_qty: 15
Product: KELP, buyer: Gary, seller: Olga, eval: spreadcrossing -> PNL: -32.5, buy_qty: 1, sell_qty: 0
Product: DJEMBES, buyer: Camilla, seller: Paris, eval: spreadcrossing -> PNL: -32.0, buy_qty: 1, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Camilla, seller: Penelope, eval: spreadcrossing -> PNL: -32.0, buy_qty: 9, sell_qty: 11
Product: RAINFOREST_RESIN, buyer: Gina, seller: Penelope, eval: midpoint -> PNL: -31.5, buy_qty: 8, sell_qty: 11
Product: KELP, buyer: Gary, seller: Olga, eval: midpoint -> PNL: -31.0, buy_qty: 1, sell_qty: 0
Product: DJEMBES, buyer: Camilla, seller: Paris, eval: midpoint -> PNL: -30.0, buy_qty: 1, sell_qty: 1
Product: KELP, buyer: Gary, seller: Gina, eval: spreadcrossing -> PNL: -28.5, buy_qty: 3, sell_qty: 2
Product: SQUID_INK, buyer: Pablo, seller: Gina, eval: midpoint -> PNL: -26.0, buy_qty: 5, sell_qty: 8
Product: RAINFOREST_RESIN, buyer: Paris, seller: Gary, eval: midpoint -> PNL: -25.0, buy_qty: 9, sell_qty: 7
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Caesar, eval: spreadcrossing -> PNL: -25.0, buy_qty: 15, sell_qty: 20
Product: KELP, buyer: Gary, seller: Penelope, eval: spreadcrossing -> PNL: -24.5, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Gary, seller: Penelope, eval: midpoint -> PNL: -23.0, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Gary, seller: Gina, eval: midpoint -> PNL: -23.0, buy_qty: 3, sell_qty: 2
Product: SQUID_INK, buyer: Paris, seller: Olivia, eval: spreadcrossing -> PNL: -22.5, buy_qty: 1, sell_qty: 0
Product: KELP, buyer: Gina, seller: Pablo, eval: midpoint -> PNL: -22.0, buy_qty: 8, sell_qty: 5
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Camilla, seller: Penelope, eval: midpoint -> PNL: -22.0, buy_qty: 9, sell_qty: 11
Product: SQUID_INK, buyer: Paris, seller: Olivia, eval: midpoint -> PNL: -21.5, buy_qty: 1, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Pablo, seller: Gary, eval: midpoint -> PNL: -21.0, buy_qty: 7, sell_qty: 4
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -21.0, buy_qty: 1, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_9500, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: -20.0, buy_qty: 1, sell_qty: 1
Product: SQUID_INK, buyer: Paris, seller: Penelope, eval: spreadcrossing -> PNL: -19.0, buy_qty: 31, sell_qty: 7
Product: VOLCANIC_ROCK, buyer: Pablo, seller: Caesar, eval: spreadcrossing -> PNL: -19.0, buy_qty: 178, sell_qty: 196
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -19.0, buy_qty: 1, sell_qty: 1
Product: SQUID_INK, buyer: Penelope, seller: Paris, eval: midpoint -> PNL: -18.5, buy_qty: 7, sell_qty: 31
Product: VOLCANIC_ROCK_VOUCHER_9750, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: -18.0, buy_qty: 1, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Caesar, eval: spreadcrossing -> PNL: -17.0, buy_qty: 11, sell_qty: 51
Product: KELP, buyer: Gary, seller: Pablo, eval: spreadcrossing -> PNL: -16.0, buy_qty: 6, sell_qty: 4
Product: RAINFOREST_RESIN, buyer: Gary, seller: Gina, eval: spreadcrossing -> PNL: -16.0, buy_qty: 0, sell_qty: 2
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Pablo, eval: midpoint -> PNL: -16.0, buy_qty: 13, sell_qty: 18
Product: RAINFOREST_RESIN, buyer: Gina, seller: Gary, eval: spreadcrossing -> PNL: -16.0, buy_qty: 2, sell_qty: 0
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -12.5, buy_qty: 12, sell_qty: 7
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -10.5, buy_qty: 0, sell_qty: 1
Product: VOLCANIC_ROCK_VOUCHER_10250, buyer: Penelope, seller: Pablo, eval: midpoint -> PNL: -9.5, buy_qty: 0, sell_qty: 1
Product: RAINFOREST_RESIN, buyer: Caesar, seller: Gary, eval: midpoint -> PNL: -8.5, buy_qty: 4, sell_qty: 5
Product: SQUID_INK, buyer: Camilla, seller: Gina, eval: spreadcrossing -> PNL: -8.0, buy_qty: 42, sell_qty: 40
Product: KELP, buyer: Caesar, seller: Olivia, eval: spreadcrossing -> PNL: -7.5, buy_qty: 0, sell_qty: 1
Product: KELP, buyer: Pablo, seller: Gary, eval: spreadcrossing -> PNL: -6.0, buy_qty: 4, sell_qty: 6
Product: KELP, buyer: Caesar, seller: Olivia, eval: midpoint -> PNL: -5.5, buy_qty: 0, sell_qty: 1
Product: KELP, buyer: Gary, seller: Pablo, eval: midpoint -> PNL: -5.0, buy_qty: 6, sell_qty: 4
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -5.0, buy_qty: 20, sell_qty: 15
Product: KELP, buyer: Caesar, seller: Penelope, eval: midpoint -> PNL: -4.0, buy_qty: 31, sell_qty: 36
Product: RAINFOREST_RESIN, buyer: Camilla, seller: Gary, eval: midpoint -> PNL: -3.0, buy_qty: 9, sell_qty: 13
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Pablo, seller: Penelope, eval: spreadcrossing -> PNL: -2.0, buy_qty: 2, sell_qty: 0
Product: VOLCANIC_ROCK_VOUCHER_10500, buyer: Penelope, seller: Pablo, eval: spreadcrossing -> PNL: -2.0, buy_qty: 0, sell_qty: 2
Product: CROISSANTS, buyer: Camilla, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Camilla, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Paris, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Paris, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Olivia, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Olivia, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Olivia, seller: Paris, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: CROISSANTS, buyer: Olivia, seller: Paris, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Pablo, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Pablo, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Pablo, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Pablo, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gary, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gary, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Pablo, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Penelope, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Penelope, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Charlie, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Charlie, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Paris, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Paris, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Gina, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olga, seller: Gina, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Caesar, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Caesar, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Penelope, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Pablo, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Pablo, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Gary, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Gary, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Penelope, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Penelope, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Paris, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Paris, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Gina, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Olivia, seller: Gina, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Charlie, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Charlie, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Camilla, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Camilla, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Camilla, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Camilla, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Paris, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Paris, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Paris, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Paris, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gina, seller: Olga, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gina, seller: Olga, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gina, seller: Olivia, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: KELP, buyer: Gina, seller: Olivia, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Charlie, seller: Camilla, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Charlie, seller: Camilla, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Charlie, seller: Caesar, eval: spreadcrossing -> PNL: 0.0, buy_qty: 0, sell_qty: 0
Product: MAGNIFICENT_MACARONS, buyer: Charlie, seller: Caesar, eval: midpoint -> PNL: 0.0, buy_qty: 0, sell_qty: 0
